Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
L'ETAPE,QUEBEC,7015791,10871,71382,WPD,47.56,-71.23,473344000,-711344000,791.2,1993,2021,1994,2021,1993,2021,2005,2005
RIVIERE-DU-LOUP / ST-ANTONIN,QUEBEC,7056870,43165,,,47.8,-69.45,474800000,-692700000,152,2005,2021,,,2005,2021,,
RIVIERE-DU-LOUP,QUEBEC,7056616,8539,71715,WNH,47.81,-69.55,474821000,-693255000,146.5,1992,2021,1994,2021,1992,2021,,
PARENT,QUEBEC,7075800,5966,71726,WPK,47.92,-74.62,475520008,-743727007,444.71,1943,2021,1953,2021,1943,2021,1943,1978
NEW CARLISLE 1,QUEBEC,7055422,10898,71619,WOC,48.01,-65.33,480043000,-651954000,46.4,1993,2021,1994,2021,1993,2021,,
VAL D'OR A,QUEBEC,7098605,49390,71941,YVO,48.05,-77.78,480312000,-774658000,337.4,2011,2021,2011,2021,2011,2021,,
VAL-D'OR A,QUEBEC,7098600,6081,71725,YVO,48.06,-77.79,480323000,-774712000,337.4,1951,2021,1955,2012,1951,2021,1951,2005
VAL-D'OR,QUEBEC,7098603,30172,71725,GVO,48.06,-77.79,480323004,-774711007,338.88,2008,2021,2008,2021,2008,2021,,
ILE ROUGE,QUEBEC,7043BP9,8674,71426,WAF,48.07,-69.56,480408000,-693320000,5.9,1993,2021,1994,2021,1993,2021,,
POINTE DE L'ISLET,QUEBEC,7046059,10966,71190,WQD,48.14,-69.72,480808000,-694259000,7,1994,2021,1994,2021,1995,2021,,
NEW RICHMOND EAST,QUEBEC,7055440,54559,71659,MJN,48.16,-65.84,480923064,-655031002,2,2017,2021,2017,2021,2017,2021,,
ROUYN-NORANDA A,QUEBEC,7086719,50090,,YUY,48.21,-78.84,481222000,-785008000,301.1,2012,2021,2012,2021,2018,2021,,
ROUYN,QUEBEC,7086716,10849,71734,WUY,48.25,-79.03,481445000,-790203000,318,1994,2021,1994,2021,1994,2021,,
POINTE CLAVEAU,QUEBEC,704607C,10964,71189,WQV,48.26,-70.11,481537000,-700652000,4,1994,2021,1994,2021,1994,2021,,
GRANDES-BERGERONNES,QUEBEC,7042845,54698,71942,MGZ,48.26,-69.52,481529000,-693122000,61,2018,2021,2018,2021,2018,2021,,
LAC HUMQUI,QUEBEC,7053649,5803,,,48.28,-67.57,481700000,-673400000,235.9,1972,2021,,,1972,2021,1972,2018
LA BAIE,QUEBEC,706Q001,27315,71388,WUX,48.3,-70.92,481753172,-705510333,151.64,1997,2021,1997,2021,1997,2021,,
LATERRIERE,QUEBEC,7064181,30722,71040,XLT,48.31,-71.13,481826000,-710745000,162.7,2001,2021,2002,2021,2001,2021,,
CAUSAPSCAL AIRPORT,QUEBEC,7051201,54558,73005,GCL,48.31,-67.25,481831074,-671509090,123,2017,2021,2017,2021,2017,2021,,
BAGOTVILLE A,QUEBEC,7060400,5889,71727,YBG,48.33,-71,482000000,-710000000,159.1,1942,2021,1953,2021,1942,2021,1942,2017
CAP-ROUGE,QUEBEC,7041166,10963,71186,WQM,48.37,-70.54,482227000,-703207000,7.3,1994,2021,1994,2021,1994,2021,,
CAUSAPSCAL,QUEBEC,7051200,5785,,,48.37,-67.23,482200000,-671400000,168,1913,2021,,,1913,2021,1913,2018
STE ROSE DU NORD,QUEBEC,7047722,5738,,,48.4,-70.53,482400000,-703200000,205,1973,2016,,,1973,2016,1973,2016
MONT BRUN,QUEBEC,7085106,5988,,,48.42,-78.73,482500000,-784400000,304.8,1980,2021,,,1980,2021,1980,2018
LAC STE CROIX,QUEBEC,7063690,5918,,,48.42,-71.75,482500000,-714500000,152,1958,2018,,,1958,2018,1958,2017
ILE BICQUETTE,QUEBEC,705LKPQ,10938,71385,WQO,48.42,-68.89,482456000,-685334000,7,1994,2021,1994,2021,1994,2021,,
CAP-D'ESPOIR,QUEBEC,7051050,9001,71429,WRZ,48.42,-64.32,482510000,-641901000,15.4,1992,2021,1994,2021,1992,2021,,
JONQUIERE,QUEBEC,7063370,5911,71617,WJO,48.43,-71.14,482530012,-710833001,135.62,1963,2021,1994,2021,1963,2021,1963,1975
RIMOUSKI,QUEBEC,7056480,5836,,,48.45,-68.52,482700000,-683100000,35.7,1952,2021,,,1952,2021,1952,2017
AMQUI,QUEBEC,7050145,26887,71386,WZS,48.47,-67.43,482819000,-672605000,166,1995,2019,1995,2019,1996,2019,,
POINTE-AU-PERE (INRS),QUEBEC,7056068,27194,71554,WYQ,48.51,-68.47,483050000,-682806000,4.9,1996,2021,1996,2021,1996,2021,,
ROBERVAL A,QUEBEC,7066686,52080,71728,YRJ,48.52,-72.27,483112000,-721557000,178.6,2014,2021,2014,2021,2014,2021,,
ROBERVAL A,QUEBEC,7066687,54300,,YRJ,48.52,-72.27,483112000,-721557000,178.6,2016,2021,2016,2021,2018,2021,,
ST AMBROISE,QUEBEC,7066820,5936,,,48.57,-71.33,483400000,-712000000,121.9,1954,2021,,,1954,2021,1954,2018
MISTOOK,QUEBEC,7065012,10797,71381,WIX,48.6,-71.72,483554000,-714257000,112.5,1994,2021,1994,2021,1994,2021,,
MONT-JOLI,QUEBEC,7055122,54118,71658,MJI,48.6,-68.19,483615901,-681140682,55,2015,2021,2015,2021,2015,2021,,
MONT JOLI A,QUEBEC,7055121,50841,71718,YYY,48.61,-68.21,483632000,-681227000,52.4,2013,2021,2013,2021,2013,2021,,
ST PRIME,QUEBEC,7067658,5940,,,48.62,-72.42,483700000,-722500000,121.9,1980,2021,,,1980,2021,1980,2018
PERIBONCA,QUEBEC,7065960,5929,,,48.77,-72.03,484600000,-720200000,103,1951,2018,,,1951,2018,1951,2016
GASPE AIRPORT,QUEBEC,7052603,54918,73116,GGA,48.78,-64.48,484700000,-642900000,36,2019,2021,2019,2021,2019,2021,,
GASPE A,QUEBEC,7052601,51297,71188,YGP,48.78,-64.48,484631000,-642847000,34.1,2013,2021,2013,2021,2013,2021,,
GASPE A,QUEBEC,7052602,54299,,YGP,48.78,-64.48,484631000,-642847000,34.1,2016,2021,2016,2021,2018,2021,,
LAC BERRY,QUEBEC,709CEE9,6005,,,48.8,-78.28,484800000,-781700000,305,1973,2021,,,1973,2021,1973,2018
NORMANDIN,QUEBEC,7065639,10872,71379,WOD,48.84,-72.55,485030000,-723249000,137.2,1993,2021,1994,2021,1993,2021,,
CAP DES ROSIERS,QUEBEC,7051055,5779,,,48.85,-64.2,485100000,-641200000,15,1973,2021,,,1973,2021,1973,2018
ST JEAN DE CHERBOURG,QUEBEC,7057395,5857,,,48.88,-67.12,485300000,-670700000,350.5,1963,2021,,,1963,2021,1963,2018
ONATCHIWAY,QUEBEC,7065738,27294,71387,WXC,48.89,-71.03,485339000,-710154000,304,1997,2021,1997,2021,1997,2021,,
HEATH POINT,QUEBEC,7053038,8675,71423,WHP,49.09,-61.7,490507000,-614202000,7,1992,2021,1994,2021,1992,2021,,
CAP-CHAT,QUEBEC,705S002,27195,71428,WSG,49.11,-66.65,490633000,-663916000,5,1996,2021,1996,2021,1996,2021,,
LES BUISSONS,QUEBEC,7044288,5701,,,49.12,-68.38,490700000,-682300000,15,1973,2021,,,1973,2021,1973,2018
BAIE-COMEAU,QUEBEC,7040444,48968,71691,YBC,49.13,-68.2,490757000,-681216000,21.6,2010,2021,2010,2021,2010,2021,,
BAIE-COMEAU A,QUEBEC,7040442,30173,71890,GBC,49.13,-68.2,490800000,-681200000,21.6,2004,2021,2004,2021,2005,2021,2005,2005
CAP-MADELEINE,QUEBEC,7051163,8999,71425,WSF,49.25,-65.32,491503000,-651929000,29,1992,2021,1994,2021,1992,2021,,
BAIE-COMEAU,QUEBEC,704S001,26889,71829,WFW,49.26,-68.15,491533000,-680845000,129.5,1995,2021,1995,2021,1996,2021,,
CHAMOUCHOUANE,QUEBEC,7061288,26797,71523,WEE,49.28,-73.36,491643000,-732120000,303.8,1994,2021,1994,2021,1994,2021,,
POINTE-DES-MONTS,QUEBEC,704F0PN,9029,71427,WTG,49.32,-67.38,491900000,-672252000,5.9,1992,2021,1994,2021,1992,2021,,
MATAGAMI A,QUEBEC,7094636,49491,71947,YNM,49.76,-77.8,494542000,-774810000,279.8,2011,2021,2011,2021,2011,2021,,
MATAGAMI,QUEBEC,7094637,10791,71821,GMG,49.76,-77.79,494528020,-774735060,281.03,1992,2021,1994,2021,1992,2021,,
CHIBOUGAMAU CHAPAIS A,QUEBEC,7091409,53019,,YMT,49.77,-74.53,494619000,-743141000,387.1,2014,2021,2014,2021,2018,2021,,
CHIBOUGAMAU CHAPAIS A,QUEBEC,7091404,6029,71822,YMT,49.77,-74.53,494600000,-743200000,387.1,1982,2016,1982,2014,1982,2016,1982,1992
CHIBOUGAMAU-CHAPAIS,QUEBEC,7091410,54599,73011,GCH,49.78,-74.53,494638058,-743149068,381,2017,2021,2017,2021,2017,2021,,
CHAPAIS,QUEBEC,7091299,27443,71824,WUK,49.82,-74.98,494921000,-745831000,381.1,2001,2021,2001,2021,2001,2021,,
CHUTE-DES-PASSES,QUEBEC,7061541,5903,71522,WDT,49.84,-71.17,495025000,-711006000,398.2,1960,2021,1994,2021,1960,2021,1960,1976
PORT-MENIER,QUEBEC,7056202,8536,71810,WBY,49.84,-64.29,495019000,-641736000,55.2,1992,2021,1994,2021,1992,2021,,
POINTE NOIRE CS,QUEBEC,704Q003,27326,71390,WIP,50.16,-66.43,500945000,-662602000,24,1997,2021,1997,2021,1997,2021,,
CAPE WHITTLE,QUEBEC,7041100,5672,71374,WQW,50.16,-60.06,500947000,-600342000,7,1963,2021,1994,2021,1963,2021,1963,1968
NATASHQUAN AIRPORT,QUEBEC,7045401,30168,71813,MNT,50.19,-61.81,501124004,-614839001,11.7,2008,2021,2008,2021,2008,2021,,
NATASHQUAN A,QUEBEC,7045398,48971,71513,YNA,50.19,-61.79,501124000,-614720000,11.9,2010,2021,2010,2021,2010,2021,,
SEPT-ILES A,QUEBEC,7047911,52199,,YZV,50.22,-66.27,501324000,-661556000,54.9,2014,2021,2014,2021,2018,2021,,
SEPT-ILES,QUEBEC,7047914,42683,71279,XZV,50.22,-66.25,501300000,-661500000,52.6,2002,2021,2002,2021,2002,2021,2005,2005
SEPT-ILES UA,QUEBEC,7047912,8486,71811,,50.22,-66.25,501300000,-661500000,53.1,2002,2017,,,2002,2017,2002,2004
ILE AUX PERROQUETS,QUEBEC,7043B79,10937,71375,WQR,50.22,-64.21,501315000,-641226000,9,1994,2021,1994,2021,1994,2021,,
LONGUE-POINTE-DE-MINGAN,QUEBEC,7044328,10977,71512,WBT,50.27,-64.23,501617000,-641335000,11,1994,2021,1994,2021,1994,2021,,
RIVIERE AU TONNERRE,QUEBEC,704FEG0,5650,,,50.28,-64.78,501700000,-644700000,15.2,1965,2021,,,1965,2021,1965,2018
HAVRE ST. PIERRE,QUEBEC,7043019,48970,71584,YGV,50.28,-63.61,501655000,-633641000,37.8,2010,2021,2010,2021,2010,2021,,
CHEVERY,QUEBEC,7041382,8456,71814,WDM,50.47,-59.64,502754000,-593822000,7.7,1992,2021,1994,2021,1992,2021,,
MANOUANE EST,QUEBEC,706I155,26798,71521,WDP,50.66,-70.53,503923000,-703155000,497,1994,2021,1994,2021,1994,2021,,
BONNARD 1,QUEBEC,7060826,10874,71383,WKD,50.73,-71.01,504344000,-710047000,498,1994,2021,1994,2021,1994,2021,,
LOURDES DE BLANC SABLON A,QUEBEC,7040815,53140,71808,YBX,51.44,-57.19,512631000,-571110000,37.2,2014,2021,2014,2021,2014,2021,,
LOURDES DE BLANC SABLON A,QUEBEC,7040816,54298,,YBX,51.44,-57.19,512631000,-571110000,37.2,2016,2021,2016,2021,2018,2021,,
WASKAGANISH A,QUEBEC,7098898,53018,,YKQ,51.47,-78.76,512824000,-784530000,24.1,2014,2021,2014,2021,2018,2021,,
LAC BENOIT,QUEBEC,706I001,26778,71520,WDE,51.53,-71.11,513157000,-710639000,549,1994,2021,1994,2021,1995,2021,,
LAC EON,QUEBEC,704C64L,8404,71421,WEO,51.87,-63.28,515202000,-631701000,588.9,1993,2021,1994,2021,1993,2021,,
EASTMAIN RIVER A,QUEBEC,7092310,53338,,ZEM,52.23,-78.52,521335000,-783121000,7.3,2014,2021,2014,2021,2018,2021,,
WEMINDJI A,QUEBEC,7098908,53159,,YNC,53.01,-78.83,530038000,-784952000,20.1,2014,2021,2014,2021,2018,2021,,
LA GRANDE RIVIERE A,QUEBEC,7093716,50822,71827,YGL,53.63,-77.7,533731000,-774215000,194.8,2012,2021,2012,2021,2012,2021,,
LA GRANDE 4 A,QUEBEC,7093714,49648,71003,YAH,53.75,-73.68,534517000,-734031000,306.3,2011,2021,2011,2021,2011,2021,,
LA GRANDE IV,QUEBEC,7093GJ5,44204,71823,GAH,53.76,-73.68,534526000,-734043000,302.8,2005,2021,2005,2021,2005,2021,,
LA GRANDE IV A,QUEBEC,7093GJ3,6038,,YAH,53.76,-73.68,534526000,-734045000,306.3,1985,2018,1985,2005,1985,2018,1986,1995
SCHEFFERVILLE COTE-NORD,QUEBEC,7117824,54878,73075,GKM,54.8,-66.8,544809072,-664816032,517.2,2019,2021,2019,2021,2019,2021,,
SCHEFFERVILLE,QUEBEC,7117827,30164,71828,GKL,54.8,-66.8,544800000,-664800000,517.2,2005,2018,2005,2018,2007,2018,,
SCHEFFERVILLE A,QUEBEC,7117823,49649,71921,YKL,54.81,-66.81,544819000,-664819000,520.9,2012,2021,2012,2021,2012,2021,,
KUUJJUARAPIK A,QUEBEC,7103537,52201,,YGW,55.28,-77.77,551655000,-774555000,12.2,2014,2021,2014,2021,2018,2021,,
KUUJJUARAPIK,QUEBEC,7103539,53978,71615,MFJ,55.37,-77.57,552200000,-773400000,30,2015,2021,2015,2021,2015,2021,,
UMIUJAQ A,QUEBEC,7108564,54070,,YMU,56.54,-76.52,563210000,-763106000,76.5,2018,2021,2018,2021,2018,2021,,
RIVIERE AUX FEUILLES,QUEBEC,7116505,44143,71743,MRF,57.91,-72.98,575434006,-725833004,171.39,2005,2021,2005,2021,2006,2021,,
KUUJJUAQ A,QUEBEC,7113535,52179,71906,YVP,58.09,-68.42,580522000,-682520000,39.9,2014,2021,2014,2021,2014,2021,,
INUKJUAK A,QUEBEC,7103280,48974,71306,YPH,58.47,-78.08,582819000,-780437000,25.3,2011,2021,2011,2021,2011,2021,,
INUKJUAK,QUEBEC,710S005,30166,71907,MJK,58.47,-78.08,582819000,-780437000,26.21,2008,2021,2008,2021,2008,2021,,
TASIUJAQ A,QUEBEC,7118366,54019,,YTQ,58.67,-69.96,584004000,-695721000,36.9,2018,2021,2018,2021,2018,2021,,
KANGIQSUALUJJUAQ A,QUEBEC,7113391,54074,,YLU,58.71,-65.99,584241000,-655934000,66.1,2018,2021,2018,2021,2018,2021,,
AUPALUK A,QUEBEC,7110601,54058,,YLA,59.3,-69.6,591748000,-693559000,36.9,2018,2021,2018,2021,2018,2021,,
KANGIRSUK A,QUEBEC,7113384,54072,,YAS,60.03,-70,600138000,-695957000,123.8,2018,2021,2018,2021,2018,2021,,
PUVIRNITUQ A,QUEBEC,7106223,52038,,YPX,60.05,-77.29,600308000,-771715000,25.3,2014,2021,2014,2021,2018,2021,,
AKULIVIK A,QUEBEC,7100072,54068,,YKO,60.82,-78.15,604907000,-780855000,23.2,2018,2021,2018,2021,2018,2021,,
QUAQTAQ A,QUEBEC,7116273,54060,,YHA,61.05,-69.62,610247000,-693704000,32.3,2018,2021,2018,2021,2018,2021,,
PARC NATIONAL DES PINGUALUIT,QUEBEC,7115800,48228,71976,MIN,61.31,-73.67,611846199,-734006264,503.4,2009,2021,2009,2021,2009,2021,,
KANGIQSUJUAQ A,QUEBEC,7113380,54062,,YKG,61.59,-71.93,613519000,-715546000,157.6,2018,2021,2018,2021,2018,2021,,
SALLUIT,QUEBEC,7117800,52378,71641,MFX,62.18,-75.67,621046005,-754013006,228,2014,2021,2014,2021,2014,2021,,
SALLUIT A,QUEBEC,7117802,54064,,YZG,62.18,-75.67,621046000,-754002000,227.1,2018,2021,2018,2021,2018,2021,,
IVUJIVIK A,QUEBEC,7103329,54066,,YIK,62.42,-77.93,622502000,-775531000,38.7,2018,2021,2018,2021,2018,2021,,
TREELON,SASKATCHEWAN,4038116,3195,,,49,-108.38,490000000,-1082300000,902,1971,2017,,,1971,2017,1971,2007
CORONACH SPC,SASKATCHEWAN,40318MN,3172,71516,WAQ,49.05,-105.48,490300000,-1052900000,756,1980,2021,1995,2021,1980,2021,1980,2007
VAL MARIE SOUTHEAST,SASKATCHEWAN,4038412,10821,71137,WVN,49.06,-107.59,490330001,-1073509010,796,1992,2021,1994,2021,1992,2021,1996,2007
MANKOTA,SASKATCHEWAN,4034910,3186,71204,PMK,49.1,-107.02,490557000,-1070128030,830,1962,2021,2012,2021,1962,2021,1962,2007
CORONACH,SASKATCHEWAN,4031844,3173,,,49.12,-105.52,490700000,-1053100000,772.9,1971,2018,,,1971,2018,1971,2007
CLAYDON,SASKATCHEWAN,4031581,3168,,,49.13,-109.1,490800000,-1090600000,975,1971,2017,,,1971,2017,1971,2007
ROCKGLEN (AUT),SASKATCHEWAN,4036844,3193,71135,WKO,49.17,-105.98,491004040,-1055845060,917,1970,2021,1970,2021,1970,2021,1971,2007
ESTEVAN A,SASKATCHEWAN,4012403,54261,71862,YEN,49.21,-102.97,491237000,-1025757000,580.3,2015,2021,2015,2021,2018,2021,,
ESTEVAN A,SASKATCHEWAN,4012401,53520,,YEN,49.21,-102.97,491237000,-1025757000,580.3,2015,2018,2015,2018,2015,2018,,
ESTEVAN,SASKATCHEWAN,4012410,49728,71559,PJM,49.22,-102.97,491300000,-1025800000,580.6,2011,2021,2011,2021,2011,2021,,
MACOUN,SASKATCHEWAN,4014870,2956,,,49.23,-103.23,491400000,-1031400000,571.2,1971,2017,,,1971,2017,1971,2007
OXBOW,SASKATCHEWAN,4015800,2981,,,49.32,-102.12,491900000,-1020700000,576,1949,2021,,,1949,2021,1949,2007
EASTEND CYPRESS (AUT),SASKATCHEWAN,4032322,7485,71131,WEH,49.44,-108.99,492616010,-1085919050,1079.6,1992,2021,1994,2021,1992,2021,1997,2007
CYPRESS HILLS PARK,SASKATCHEWAN,4031999,10888,71139,WVP,49.64,-109.51,493826009,-1093052004,1270.6,1992,2021,1994,2021,1992,2021,1996,2007
WEYBURN,SASKATCHEWAN,401HP5R,10666,71452,WWF,49.7,-103.8,494200000,-1034800000,588.6,1992,2021,1994,2021,1992,2021,1996,2007
ASSINIBOIA AIRPORT,SASKATCHEWAN,4020286,10805,71487,WJI,49.73,-105.95,494345090,-1055646010,725.5,1992,2021,1994,2021,1992,2021,1996,2007
YELLOW GRASS NORTH,SASKATCHEWAN,4019041,54518,73001,PYS,49.82,-104.18,494900000,-1041100000,578,2016,2021,2016,2021,2016,2021,,
YELLOW GRASS,SASKATCHEWAN,4019040,3060,,,49.82,-104.18,494900000,-1041100000,579.7,1911,2017,,,1911,2017,1911,2007
MAPLE CREEK,SASKATCHEWAN,4024919,10667,71453,WMQ,49.9,-109.47,495409050,-1092758060,766.7,1992,2021,1994,2021,1992,2021,1996,2007
BRATT'S LAKE CLIMATE,SASKATCHEWAN,4010811,44543,71569,XBK,50.2,-104.71,501202001,-1044236000,580,2005,2021,2006,2021,2005,2021,2006,2007
KIPLING,SASKATCHEWAN,4014040,2933,,,50.2,-102.73,501200000,-1024400000,671.2,1949,2021,,,1949,2021,1949,2007
SWIFT CURRENT CDA,SASKATCHEWAN,4028060,3157,71446,WVC,50.27,-107.73,501600000,-1074400000,825,1959,2021,1994,2021,1959,2021,1959,2007
SWIFT CURRENT,SASKATCHEWAN,4028038,48976,71142,YYN,50.29,-107.69,501731000,-1074126000,816.9,2011,2021,2011,2021,2011,2021,,
MOOSE JAW CS,SASKATCHEWAN,4015322,27476,71539,ZMJ,50.33,-105.54,501954050,-1053215030,577,1997,2021,1997,2021,1998,2021,1998,2007
BROADVIEW,SASKATCHEWAN,4010879,2855,71861,WIK,50.37,-102.57,502205000,-1023415000,599.8,1965,2021,1965,2021,1965,2021,1965,2007
REGINA RCS,SASKATCHEWAN,4016699,28011,71514,WDJ,50.43,-104.67,502600000,-1044000000,577.3,1996,2021,1996,2021,1999,2021,1999,2007
REGINA INTL A,SASKATCHEWAN,4016566,51441,,YQR,50.43,-104.67,502556000,-1043958000,577.6,2013,2021,2013,2021,2018,2021,,
REGINA RCMP SNOW,SASKATCHEWAN,4016565,46607,,,50.45,-104.67,502702000,-1044000000,570,2004,2016,,,2004,2016,2007,2007
BUFFALO POUND LAKE,SASKATCHEWAN,4010984,2859,,,50.55,-105.38,503300000,-1052300000,588,1965,2021,,,1965,2021,1965,2007
INDIAN HEAD CDA,SASKATCHEWAN,4013480,2925,71515,WBD,50.55,-103.65,503300000,-1033900000,579.1,1885,2021,1995,2021,1885,2021,1885,2007
REGINA GILMOUR,SASKATCHEWAN,4016651,3007,,,50.57,-104.83,503400000,-1045000000,556.3,1970,2016,,,1970,2016,1970,2007
QU'APPELLE 1,SASKATCHEWAN,4016322,2992,,,50.57,-103.98,503400000,-1035900000,662.9,1962,2021,,,1962,2021,1962,2007
STEWART VALLEY,SASKATCHEWAN,4027775,3151,,,50.6,-107.8,503600000,-1074800000,727,1984,2021,,,1984,2021,1984,2007
BEECHY,SASKATCHEWAN,4020560,3071,,,50.83,-107.31,504955060,-1071841030,659.9,1926,2021,,,1926,2021,1926,2007
CUPAR,SASKATCHEWAN,4011980,2875,,,50.85,-104.27,505100000,-1041600000,556.3,1955,2018,,,1955,2018,1955,2007
LANGENBURG,SASKATCHEWAN,4014145,2941,,,50.9,-101.72,505400000,-1014300000,516.6,1959,2020,,,1959,2020,1959,2007
LEADER AIRPORT,SASKATCHEWAN,402DAF0,10795,71459,WJX,50.91,-109.5,505434070,-1093005010,675.5,1992,2021,1994,2021,1992,2021,1996,2007
LUCKY LAKE,SASKATCHEWAN,4024714,10724,71455,WLE,50.95,-107.15,505700000,-1070900000,664.7,1992,2021,1994,2021,1992,2021,1996,2007
ELBOW CS,SASKATCHEWAN,4022359,3088,71450,WOK,51.13,-106.58,510800000,-1063500000,595,1972,2021,1994,2021,1973,2021,1972,2007
ROCK POINT,SASKATCHEWAN,4026847,3142,,,51.15,-107.26,510914007,-1071548004,725.1,1973,2021,,,1973,2021,1973,2007
LIPTON 2,SASKATCHEWAN,4014481,2951,,,51.15,-103.89,510908008,-1035322001,640,1979,2021,,,1979,2021,1979,2007
ELBOW 2 NE,SASKATCHEWAN,4022363,3091,,,51.17,-106.55,511000000,-1063300000,605.3,1990,2021,,,1990,2021,1990,2007
DUVAL,SASKATCHEWAN,4012300,2890,,,51.18,-104.87,511100000,-1045200000,584,1957,2021,,,1957,2021,1957,2007
TONKIN,SASKATCHEWAN,4019082,26999,,,51.2,-102.23,511200000,-1021400000,526.7,1994,2016,,,1994,2016,1994,2007
KELLIHER,SASKATCHEWAN,4013660,2930,,,51.26,-103.75,511526700,-1034510900,675.6,1951,2021,,,1951,2021,1951,2007
YORKTON,SASKATCHEWAN,4019073,49808,71886,PRJ,51.26,-102.46,511553000,-1022752000,498.4,2011,2021,2011,2021,2011,2021,,
YORKTON,SASKATCHEWAN,4019075,48977,71292,YQV,51.26,-102.46,511553000,-1022742000,498.3,2011,2021,2011,2021,2011,2021,,
BICKLEIGH,SASKATCHEWAN,4040587,3210,,,51.29,-108.41,511740000,-1082424070,676.4,1988,2021,,,1988,2021,1988,2007
CUTBANK,SASKATCHEWAN,401JR89,9819,,,51.29,-106.85,511722000,-1065054002,574.8,2008,2020,,,2008,2020,,
PARKERVIEW,SASKATCHEWAN,4015870,2984,,,51.4,-103.27,512411700,-1031555100,637,1979,2021,,,1979,2021,1979,2007
LAST MOUNTAIN CS,SASKATCHEWAN,4014156,2942,71556,WXG,51.42,-105.25,512500000,-1051500000,497,1975,2021,1996,2021,1975,2021,1975,2007
OUTLOOK PFRA,SASKATCHEWAN,4055736,3318,71551,WYE,51.48,-107.05,512900000,-1070300000,541,1952,2021,1996,2021,1952,2021,1952,2007
KINDERSLEY A,SASKATCHEWAN,4043899,54280,,YKY,51.52,-109.18,513055000,-1091050000,693.7,2016,2021,2016,2021,2018,2021,,
KINDERSLEY A,SASKATCHEWAN,4043901,51739,71129,YKY,51.52,-109.18,513055000,-1091050000,693.7,2013,2021,2013,2021,2013,2021,,
ROSETOWN EAST,SASKATCHEWAN,4046884,10784,71510,WRJ,51.57,-107.92,513400000,-1075500000,586,1992,2021,1994,2021,1992,2021,1996,2007
WATROUS EAST,SASKATCHEWAN,4018642,10785,71511,WIW,51.67,-105.4,514000000,-1052400000,525.6,1992,2021,1994,2021,1992,2021,1996,2007
PELLY 2,SASKATCHEWAN,4086001,3449,,,51.73,-101.9,514400000,-1015400000,499,1978,2019,,,1978,2019,1978,2007
WYNYARD (AUT),SASKATCHEWAN,40190LN,10660,71865,WOY,51.77,-104.2,514600000,-1041200000,560.1,1992,2021,1994,2021,1992,2021,1999,2007
LEROY,SASKATCHEWAN,4014322,2947,,,52,-104.63,520000000,-1043800000,535.4,1980,2021,,,1980,2021,1980,2007
PELLY,SASKATCHEWAN,4086000,3448,,,52.08,-101.87,520500000,-1015200000,509,1951,2016,,,1951,2016,1951,2007
SASKATOON SRC,SASKATCHEWAN,4057180,3333,,,52.15,-106.6,520900000,-1063600000,496.8,1963,2017,,,1963,2017,1963,2007
SASKATOON RCS,SASKATCHEWAN,4057165,47707,71496,POX,52.17,-106.72,521025000,-1064308001,504.1,2008,2021,2008,2021,2008,2021,,
SASKATOON INTL A,SASKATCHEWAN,4057152,50091,,YXE,52.17,-106.7,521015000,-1064200000,504.1,2012,2021,2012,2021,2018,2021,,
SONNINGDALE,SASKATCHEWAN,4047644,3261,,,52.32,-107.77,521900000,-1074600000,716.3,1984,2021,,,1984,2021,1984,2007
MACKLIN,SASKATCHEWAN,4044850,45827,,,52.33,-109.95,521958040,-1095651000,670.7,2007,2018,,,2007,2018,2007,2007
MUENSTER,SASKATCHEWAN,4015440,2973,,,52.33,-105,522000000,-1050000000,580,1904,2021,,,1904,2021,1904,2007
SCOTT CDA,SASKATCHEWAN,4047240,3259,71489,WTS,52.36,-108.83,522135064,-1085005004,659.6,1911,2021,1997,2021,1911,2021,1911,2007
PILGER,SASKATCHEWAN,4056121,50977,71655,PUN,52.42,-105.15,522500000,-1050900000,552,2012,2021,2012,2021,2014,2021,,
MCKAGUE 2,SASKATCHEWAN,4085052,3446,,,52.58,-103.83,523500000,-1035000000,543,1985,2019,,,1985,2019,1985,2007
NORTH BATTLEFORD RCS,SASKATCHEWAN,4045607,44344,71754,PQW,52.77,-108.26,524619004,-1081520007,548,2005,2021,2005,2021,2005,2021,2006,2007
NORTH BATTLEFORD,SASKATCHEWAN,4045695,48609,71876,YQW,52.77,-108.24,524609000,-1081437000,548.3,2010,2021,2010,2021,2010,2021,,
MELFORT,SASKATCHEWAN,4055079,10727,71456,WFF,52.82,-104.6,524900000,-1043600000,490,1992,2021,1994,2021,1992,2021,1996,2007
HUDSON BAY(AUT),SASKATCHEWAN,4083324,46367,71868,ZHB,52.82,-102.32,524900000,-1021900000,358.1,2007,2021,2007,2021,2007,2021,2007,2007
HOEY,SASKATCHEWAN,4053264,3300,,,52.85,-105.78,525100000,-1054700000,473,1986,2020,,,1986,2020,1986,2007
HUDSON BAY 13W,SASKATCHEWAN,4083323,6878,,,52.88,-102.58,525300000,-1023500000,422,1993,2017,,,1993,2017,1993,2007
