Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
BIG BAY,NEWFOUNDLAND,8500536,54780,73234,LAB,55.74,-60.43,554420000,-602547000,249.5,2021,2021,2021,2021,2021,2021,,
NAIN A,NEWFOUNDLAND,8502810,53502,,YDP,56.55,-61.68,563302000,-614056000,6.4,2015,2021,2015,2021,2018,2021,,
NAIN,NEWFOUNDLAND,8502799,10813,71665,WFP,56.55,-61.68,563300000,-614100000,7.6,1994,2020,1994,2020,2004,2020,2004,2007
NAIN A,NEWFOUNDLAND,8502801,53507,71902,YDP,56.55,-61.68,563302000,-614056000,6.4,2015,2021,2015,2021,2015,2018,,
CAPE KIGLAPAIT,NEWFOUNDLAND,8500926,10841,71177,WYK,57.14,-61.48,570809000,-612832000,834.1,1994,2017,1994,2017,1994,2017,,
SAGLEK,NEWFOUNDLAND,8503249,6797,71335,WZZ,58.33,-62.59,582000000,-623508000,516,1989,2021,1989,2021,1989,2021,1989,1993
CAPE KAKKIVIAK,NEWFOUNDLAND,8500920,10836,71176,WKW,59.99,-64.17,595906000,-640954000,551.1,1994,2018,1994,2018,1994,2018,,
FORT SMITH A,NORTHWEST TERRITORIES,2202201,53119,71934,YSM,60.02,-111.96,600113000,-1115743000,205.1,2014,2021,2014,2021,2014,2021,,
FORT SMITH A,NORTHWEST TERRITORIES,2202203,54218,,YSM,60.02,-111.96,600113000,-1115743000,205.1,2016,2021,2016,2021,2018,2021,,
FORT SMITH CLIMATE,NORTHWEST TERRITORIES,2202202,41884,71362,ZSM,60.03,-111.93,600134000,-1115546000,203,2003,2021,2003,2021,2003,2021,2003,2007
FORT LIARD,NORTHWEST TERRITORIES,2201579,10687,71497,WJL,60.23,-123.47,601400000,-1232800000,213.4,1994,2021,1994,2021,1996,2021,1996,2007
FORT LIARD A,NORTHWEST TERRITORIES,2201581,52965,,YJF,60.24,-123.47,601408000,-1232812000,215.8,2014,2021,2014,2021,2018,2021,,
SAMBAA K'E,NORTHWEST TERRITORIES,220CQHR,10880,71166,WTE,60.44,-121.24,602627000,-1211420000,498,1994,2021,1994,2021,1994,2021,2006,2007
HAY RIVER A,NORTHWEST TERRITORIES,2202401,52600,71935,YHY,60.84,-115.78,605023000,-1154658000,164.9,2014,2021,2014,2021,2014,2021,,
HAY RIVER A,NORTHWEST TERRITORIES,2202403,54140,,YHY,60.84,-115.78,605023000,-1154658000,164.9,2016,2021,2016,2021,2018,2021,,
HAY RIVER CLIMATE,NORTHWEST TERRITORIES,2202402,41885,71361,ZHY,60.84,-115.78,605020000,-1154636000,164,2003,2021,2003,2021,2003,2021,2003,2007
LINDBURG LANDING,NORTHWEST TERRITORIES,220N003,27608,71682,XLL,61.13,-122.85,610730000,-1225104000,183,1998,2021,1998,2021,1998,2021,1998,2007
FORT RESOLUTION A,NORTHWEST TERRITORIES,2202010,53322,,YFR,61.18,-113.69,611051000,-1134123000,160.6,2014,2021,2014,2021,2018,2021,,
YOHIN,NORTHWEST TERRITORIES,2204300,1635,71020,XYH,61.24,-123.74,611431000,-1234430000,204,1957,2021,1973,2021,1957,2021,1957,2007
DEADMEN VALLEY,NORTHWEST TERRITORIES,22010H0,31187,71021,XDK,61.26,-124.47,611524000,-1242806000,283,2001,2021,2001,2021,2001,2021,2001,2007
FORT PROVIDENCE,NORTHWEST TERRITORIES,2201799,10902,71087,WID,61.32,-117.6,611901000,-1173607000,161.5,1994,2021,1994,2021,1994,2021,2006,2007
FORT SIMPSON CLIMATE,NORTHWEST TERRITORIES,2202102,41944,71365,ZFS,61.76,-121.24,614537000,-1211412000,168,2003,2021,2003,2021,2003,2021,2003,2007
FORT SIMPSON A,NORTHWEST TERRITORIES,2202103,52780,71946,YFS,61.76,-121.24,614537000,-1211412000,169.5,2014,2021,2014,2021,2014,2021,,
FORT SIMPSON A,NORTHWEST TERRITORIES,2202104,54159,,YFS,61.76,-121.24,614537000,-1211412000,169.5,2016,2021,2016,2021,2018,2021,,
INNER WHALEBACKS,NORTHWEST TERRITORIES,2202560,10209,71162,WBJ,61.92,-113.73,615513030,-1134335040,165.2,1994,2021,1994,2021,1994,2021,1998,2007
RABBIT KETTLE,NORTHWEST TERRITORIES,2203342,26895,71980,WQF,61.96,-127.21,615747000,-1271233000,618,1995,2021,1995,2021,1995,2021,1998,2007
LUTSELK'E CS,NORTHWEST TERRITORIES,220L002,29451,71529,XLU,62.42,-110.69,622456030,-1104125070,178.9,1999,2017,1999,2017,2000,2017,2000,2007
LUTSELK'E A,NORTHWEST TERRITORIES,2202690,53508,,YLK,62.42,-110.68,622506000,-1104056000,178.6,2015,2021,2015,2021,2018,2021,,
LUTSELK'E A,NORTHWEST TERRITORIES,220L001,27797,,YLK,62.42,-110.68,622507000,-1104056000,178.6,1999,2016,1999,2015,1999,2016,1999,2007
YELLOWKNIFE-HENDERSON,NORTHWEST TERRITORIES,2204110,45467,,,62.45,-114.38,622700000,-1142300000,200,2006,2021,,,2006,2021,2006,2007
YELLOWKNIFE A,NORTHWEST TERRITORIES,2204101,51058,71936,YZF,62.46,-114.44,622747000,-1142625000,205.7,2013,2021,2013,2021,2013,2021,,
FORT RELIANCE (AUT),NORTHWEST TERRITORIES,2201903,8935,71160,WFZ,62.71,-109.17,624241000,-1091006000,167.6,1994,2021,1994,2021,1994,2021,1996,2007
WHATI,NORTHWEST TERRITORIES,2202678,1674,71163,WMT,63.13,-117.24,630801070,-1171441050,271.3,1974,2021,1994,2021,1974,2021,1974,2007
WRIGLEY A,NORTHWEST TERRITORIES,2204005,53601,,YWY,63.21,-123.44,631235000,-1232612000,149.7,2015,2021,2015,2021,2018,2021,,
LOWER CARP LAKE,NORTHWEST TERRITORIES,220N004,27610,71680,XLC,63.6,-113.86,633610080,-1135145040,373.4,1992,2020,1992,2020,1998,2020,1998,2006
HANBURY RIVER,NORTHWEST TERRITORIES,2202351,10897,71963,WQY,63.6,-105.13,633600000,-1050800000,317.4,1994,2021,1994,2021,1994,2021,1998,2007
GAMETI,NORTHWEST TERRITORIES,2203359,10926,71165,WYH,64.11,-117.33,640642078,-1171940086,221,1994,2021,1994,2021,1994,2021,2005,2006
GAMETI A,NORTHWEST TERRITORIES,2203365,52966,,YRA,64.12,-117.31,640658000,-1171835000,220.7,2014,2021,2014,2021,2018,2021,,
WEKWEETI A,NORTHWEST TERRITORIES,2203980,50721,,YWE,64.19,-114.08,641127000,-1140436000,368.2,2012,2021,2012,2021,2018,2021,,
EKATI A,NORTHWEST TERRITORIES,220N001,27240,,YOA,64.7,-110.61,644156000,-1103653000,468.2,1997,2016,1997,2016,1998,2016,1998,2007
TULITA A,NORTHWEST TERRITORIES,2201705,52967,,ZFN,64.91,-125.57,645435000,-1253410000,100.3,2014,2021,2014,2021,2018,2021,,
DELINE A,NORTHWEST TERRITORIES,2201023,52964,,YWJ,65.21,-123.44,651240000,-1232611000,214.3,2014,2021,2014,2021,2018,2021,,
DELINE CS,NORTHWEST TERRITORIES,2201022,27749,71503,XDE,65.21,-123.43,651231090,-1232600070,212.8,1999,2021,1999,2021,1999,2021,1999,2007
NORMAN WELLS A,NORTHWEST TERRITORIES,2202801,50717,71043,YVQ,65.28,-126.8,651653000,-1264755000,72.5,2012,2021,2012,2021,2012,2021,,
NORMAN WELLS CLIMATE,NORTHWEST TERRITORIES,2202810,43004,71480,NVQ,65.29,-126.75,651715090,-1264512084,93.6,2003,2021,2003,2021,2004,2021,2005,2007
FORT GOOD HOPE A,NORTHWEST TERRITORIES,2201406,53580,,YGH,66.24,-128.65,661426000,-1283851000,81.4,2015,2021,2015,2021,2018,2021,,
FORT GOOD HOPE CS,NORTHWEST TERRITORIES,2201450,27549,71491,ZGH,66.24,-128.64,661432044,-1283839081,81.7,1998,2021,1998,2021,1998,2021,1998,2007
COLVILLE LAKE A,NORTHWEST TERRITORIES,2200827,52899,,YVL,67.02,-126.13,670116000,-1260743000,274,2014,2021,2014,2021,2018,2021,,
COLVILLE LAKE,NORTHWEST TERRITORIES,2200824,10867,71055,WFX,67.02,-126.12,670117040,-1260723070,271,1994,2021,1994,2021,1995,2021,2004,2006
LITTLE CHICAGO,NORTHWEST TERRITORIES,220B6Q3,10760,71164,WLG,67.18,-130.23,671045000,-1301341000,62.5,1993,2021,1994,2021,1993,2021,2005,2007
FORT MCPHERSON A,NORTHWEST TERRITORIES,2201606,52963,,ZFM,67.41,-134.86,672425000,-1345135000,35.4,2014,2021,2014,2021,2018,2021,,
AKLAVIK A,NORTHWEST TERRITORIES,2200105,52962,,YKD,68.22,-135.01,681324000,-1350020000,6.4,2014,2021,2014,2021,2018,2021,,
INUVIK A,NORTHWEST TERRITORIES,2202571,51477,,YEV,68.3,-133.48,681814000,-1332859000,67.7,2013,2021,2013,2021,2018,2021,,
INUVIK CLIMATE,NORTHWEST TERRITORIES,2202578,41883,71364,ZEV,68.32,-133.52,681900000,-1333100000,103,2003,2021,2003,2021,2003,2021,2003,2007
TRAIL VALLEY,NORTHWEST TERRITORIES,220N005,27620,71683,XTV,68.75,-133.5,684446800,-1333006400,85,1998,2021,1998,2021,1998,2021,2002,2006
STORM HILLS,NORTHWEST TERRITORIES,220LQJJ,10824,71052,WVH,68.91,-133.94,685439000,-1335630000,261.4,1993,2021,1999,2021,1993,2021,2000,2000
TUKTUT NOGAIT,NORTHWEST TERRITORIES,2203918,27626,71492,XTN,69.2,-122.36,691156000,-1222133000,551.6,1998,2021,1998,2021,1998,2021,1998,2007
PAULATUK,NORTHWEST TERRITORIES,2203058,26986,71984,ZPK,69.36,-124.08,692128004,-1240457005,6.3,1994,2021,1994,2021,1994,2021,2000,2007
PAULATUK A,NORTHWEST TERRITORIES,2203055,53420,,YPC,69.36,-124.08,692138000,-1240433000,4.6,2015,2021,2015,2021,2018,2021,,
TUKTOYAKTUK A,NORTHWEST TERRITORIES,2203911,53582,,YUB,69.43,-133.03,692600000,-1330135000,4.3,2015,2021,2015,2021,2018,2021,,
TUKTOYAKTUK,NORTHWEST TERRITORIES,2203914,26987,71985,ZUB,69.43,-133.02,692600000,-1330100000,4.6,1994,2021,1994,2021,1995,2021,1999,2006
LIVERPOOL BAY,NORTHWEST TERRITORIES,220B68C,10823,71960,WLI,69.6,-130.91,693615000,-1305438000,101.9,1992,2021,1994,2021,1992,2021,2005,2007
PELLY ISLAND,NORTHWEST TERRITORIES,2203095,10091,71502,WND,69.63,-135.44,693757000,-1352638000,17,1993,2021,1994,2021,1993,2021,2006,2006
KEATS POINT,NORTHWEST TERRITORIES,2202663,10825,71058,WKP,69.67,-121.67,694022000,-1214021000,330.2,1998,2021,1998,2021,2001,2021,2006,2006
NICHOLSON PENINSULA 2,NORTHWEST TERRITORIES,2202751,54758,73230,BAR,69.92,-128.97,695529000,-1285827000,87.9,2021,2021,2021,2021,2021,2021,,
CAPE PARRY A,NORTHWEST TERRITORIES,2200675,1633,71948,ZCP,70.17,-124.72,701000000,-1244300000,86.6,1956,2021,1956,2021,1957,2021,1957,2007
ULUKHAKTOK A,NORTHWEST TERRITORIES,2502503,53329,,YHI,70.76,-117.81,704546000,-1174822000,36,2014,2021,2014,2021,2018,2021,,
HOLMAN CS,NORTHWEST TERRITORIES,2502505,29715,71029,XHI,70.76,-117.8,704541002,-1174800002,29.9,2000,2021,2000,2021,2000,2021,2002,2007
SACHS HARBOUR CLIMATE,NORTHWEST TERRITORIES,2503648,10076,71467,WSY,71.99,-125.25,715933000,-1251515000,87.5,1994,2021,1994,2021,1994,2021,2004,2007
SACHS HARBOUR A,NORTHWEST TERRITORIES,2503649,53326,,YSY,71.99,-125.24,715937000,-1251429000,86.3,2015,2021,2015,2021,2018,2021,,
THOMSEN RIVER,NORTHWEST TERRITORIES,2503886,10598,71916,WYF,73.23,-119.54,731351000,-1193218000,41.5,1997,2021,1997,2021,1997,2021,1998,2007
NANGMAGVIK LAKE,NORTHWEST TERRITORIES,2500440,27118,71974,WSQ,74.14,-119.99,740820000,-1195920000,32,1996,2021,1996,2021,1996,2021,1998,2007
CAPE PROVIDENCE,NORTHWEST TERRITORIES,2501419,53298,,NPV,74.46,-112.16,742723800,-1120938000,12,2014,2021,2014,2021,2017,2021,,
MOULD BAY CS,NORTHWEST TERRITORIES,250M001,27324,71989,WAY,76.24,-119.35,761415060,-1192050040,1.5,1997,2021,1997,2021,1997,2021,2002,2007
BACCARO PT,NOVA SCOTIA,8200255,46007,71920,ACP,43.45,-65.47,432703000,-652818000,4.6,2007,2021,2007,2021,2007,2021,2007,2007
CHARLESVILLE,NOVA SCOTIA,8200810,6318,,,43.58,-65.78,433500000,-654700000,2.7,1978,2017,,,1978,2017,1978,2006
SHELBURNE SANDY POINT,NOVA SCOTIA,8205130,54603,73015,ESB,43.7,-65.32,434200000,-651900000,46.03,2018,2021,2018,2021,2018,2021,,
YARMOUTH RCS,NOVA SCOTIA,8206491,50408,71884,EQI,43.83,-66.09,434951010,-660517010,36,2012,2021,2012,2021,2012,2021,,
YARMOUTH A,NOVA SCOTIA,8206495,50133,71603,YQI,43.83,-66.09,434937000,-660517000,42.9,2012,2021,2012,2021,2012,2021,,
YARMOUTH A,NOVA SCOTIA,8206496,54284,,YQI,43.83,-66.09,434937000,-660517000,42.9,2016,2021,2016,2021,2018,2021,,
SABLE ISLAND,NOVA SCOTIA,8204700,6454,71600,ESA,43.93,-60.01,435556000,-600034000,5,1891,2017,1953,2016,1891,2017,1891,2007
SABLE ISLAND,NOVA SCOTIA,8204708,54639,73025,ASB,43.95,-60.01,435645000,-600035000,1.2,2017,2021,2017,2021,2017,2021,,
SABLE ISLAND A,NOVA SCOTIA,8204703,52202,71595,WSA,43.95,-59.96,435646000,-595735000,1.2,2014,2021,2014,2021,2014,2021,,
WESTERN HEAD,NOVA SCOTIA,8206240,6501,71411,WWE,43.99,-64.66,435924070,-643951008,10.06,1959,2021,1959,2021,1959,2021,1959,2007
BRIER ISLAND,NOVA SCOTIA,8200604,10859,71988,WVU,44.29,-66.35,441709000,-662048000,15.8,1969,2021,1969,2021,2005,2021,2005,2007
LUNENBURG,NOVA SCOTIA,8203210,31829,,XLB,44.36,-64.3,442136094,-641746082,3.8,2002,2021,2002,2021,2005,2021,2007,2007
KEJIMKUJIK 1,NOVA SCOTIA,8202592,6923,71599,WKG,44.4,-65.2,442411020,-651211070,125,1993,2021,1994,2021,1993,2021,1993,2007
HALIFAX KOOTENAY,NOVA SCOTIA,8202252,43124,71326,AHK,44.59,-63.55,443515500,-633303000,52,2004,2021,2004,2021,2018,2021,,
MCNABS ISLAND (AUT),NOVA SCOTIA,8203478,7169,,XMI,44.6,-63.53,443600000,-633200000,15.4,1999,2021,1999,2021,2005,2021,,
OSBORNE HEAD DND,NOVA SCOTIA,8204190,43404,71324,AOS,44.61,-63.42,443646002,-632523007,30,2004,2021,2004,2021,2018,2021,,
SHEARWATER JETTY,NOVA SCOTIA,8205093,10945,,WZU,44.63,-63.52,443740000,-633124000,5.5,1994,2021,1994,2021,2018,2021,,
SHEARWATER RCS,NOVA SCOTIA,8205092,47187,71264,AAW,44.63,-63.51,443747000,-633048000,24,2008,2021,2008,2021,2008,2021,,
HALIFAX WINDSOR PARK,NOVA SCOTIA,8202255,43403,71327,AHW,44.66,-63.61,443925000,-633632000,51,2004,2021,2004,2021,2018,2021,,
HALIFAX DOCKYARD,NOVA SCOTIA,8202240,43405,71328,AHD,44.66,-63.58,443919000,-633436000,3.8,2004,2021,2004,2021,2018,2021,,
ST MARGARET'S BAY,NOVA SCOTIA,8204800,6456,,,44.7,-63.9,444200000,-635400000,17.4,1922,2021,,,1922,2021,1922,2006
BEDFORD BASIN,NOVA SCOTIA,8200573,43406,71329,ABB,44.71,-63.63,444228008,-633803001,3.5,2004,2021,2004,2021,2018,2021,,
LAKE MAJOR,NOVA SCOTIA,8202896,27742,,,44.72,-63.48,444300000,-632900000,62.5,1999,2021,,,1999,2021,1999,2006
EMERGENCY WEATHER STATION #2,NOVA SCOTIA,8202195,50208,,ERU,44.73,-64.46,444340000,-642722000,135,2013,2021,2013,2021,2018,2021,,
BEDFORD RANGE,NOVA SCOTIA,8200574,43123,71325,ABR,44.75,-63.66,444445090,-633942080,9.6,2004,2021,2004,2021,2018,2021,,
POCKWOCK LAKE,NOVA SCOTIA,8204453,6435,,,44.77,-63.83,444600000,-635000000,164.6,1979,2021,,,1979,2021,1979,2006
BEAVER ISLAND (AUT),NOVA SCOTIA,8200558,10078,71403,WBV,44.82,-62.33,444900000,-622000000,16,1992,2021,1994,2021,1992,2021,,
HALIFAX STANFIELD INT'L A,NOVA SCOTIA,8202249,53938,,YHZ,44.88,-63.51,445252000,-633031000,145.4,2019,2021,2019,2021,2019,2021,,
HALIFAX STANFIELD INT'L A,NOVA SCOTIA,8202251,50620,71395,YHZ,44.88,-63.51,445252000,-633031000,145.4,2012,2021,2012,2021,2012,2021,,
GREENWOOD A,NOVA SCOTIA,8202000,6354,71397,YZX,44.98,-64.92,445900000,-645500000,28,1942,2021,1953,2021,1942,2021,1942,2017
MALAY FALLS,NOVA SCOTIA,8203405,30668,73029,XMY,44.98,-62.48,445900000,-622900000,39.6,1999,2021,1999,2021,2000,2021,2000,2007
WATERVILLE CAMBRIDGE,NOVA SCOTIA,8206222,6497,,,45.05,-64.65,450300000,-643900000,30.6,1980,2021,,,1980,2021,1980,2006
WHITE ROCK,NOVA SCOTIA,8206316,6507,,,45.05,-64.38,450300000,-642300000,38.1,1977,2021,,,1977,2021,1977,2006
KENTVILLE CDA CS,NOVA SCOTIA,8202810,27141,71671,XKT,45.07,-64.48,450400000,-642900000,48.7,1996,2021,1999,2021,1996,2021,1996,2007
MIDDLE MUSQUODOBOIT,NOVA SCOTIA,8203535,6409,,,45.07,-63.1,450400000,-630600000,47.8,1961,2019,,,1961,2019,1961,2006
UPPER STEWIACKE RCS,NOVA SCOTIA,8204193,44363,71753,AOH,45.23,-63.06,451359000,-630319000,23.5,2005,2021,2005,2021,2005,2021,2005,2007
HART ISLAND (AUT),NOVA SCOTIA,8202318,7173,71419,WRN,45.35,-60.98,452100000,-605900000,8.2,1993,2021,1994,2021,1993,2021,,
PARRSBORO,NOVA SCOTIA,8204402,43183,71493,APR,45.41,-64.35,452448012,-642046074,30.89,2004,2021,2004,2021,2004,2021,2004,2007
DEBERT,NOVA SCOTIA,8201390,42243,71317,ZDB,45.42,-63.47,452500000,-632800000,37.5,2003,2021,2003,2021,2003,2021,2004,2007
COLLEGEVILLE,NOVA SCOTIA,8201000,6329,,,45.48,-62.02,452900000,-620100000,76.2,1916,2016,,,1916,2016,1916,2006
COLLEGEVILLE AUTO,NOVA SCOTIA,8201001,53538,71698,AGL,45.49,-62.01,452928300,-620053900,69,2015,2021,2015,2021,2015,2021,,
TRACADIE,NOVA SCOTIA,8205895,41575,71308,XTD,45.61,-61.68,453630080,-614047020,66.67,2003,2021,2003,2021,2003,2021,2004,2007
LYONS BROOK,NOVA SCOTIA,8203230,6393,,,45.66,-62.8,453930001,-624748009,28.9,1984,2017,,,1984,2017,1984,2006
PORT HAWKESBURY,NOVA SCOTIA,8204495,48668,71041,YPD,45.66,-61.37,453924000,-612205000,114.9,2010,2021,2010,2021,2010,2021,,
TATAMAGOUCHE,NOVA SCOTIA,8205774,6927,,,45.68,-63.23,454100000,-631400000,18,1993,2021,,,1993,2021,1993,2006
NAPPAN AUTO,NOVA SCOTIA,8203702,42083,71311,XNP,45.76,-64.24,454534400,-641429200,19.8,2003,2021,2003,2021,2003,2021,2005,2007
CARIBOU POINT (AUT),NOVA SCOTIA,8200774,8990,71415,WBK,45.77,-62.68,454600000,-624100000,2.4,1993,2021,1994,2021,1993,2021,2004,2007
ESKASONI FIRST NATION AUTOMATIC WEATHER STATION,NOVA SCOTIA,8201780,49748,71175,AEI,45.92,-60.65,455514000,-603849000,28,2011,2021,2011,2021,2011,2021,,
LOUISBOURG,NOVA SCOTIA,8203163,54578,71596,AUU,45.92,-59.97,455516000,-595817000,15,2017,2021,2017,2021,2017,2021,,
SYDNEY A,NOVA SCOTIA,8205701,52518,71707,YQY,46.16,-60.05,460941000,-600253000,61.9,2014,2021,2014,2021,2014,2021,,
SYDNEY A,NOVA SCOTIA,8205703,54281,,YQY,46.16,-60.05,460941000,-600253000,61.9,2016,2021,2016,2021,2018,2021,,
SYDNEY CS,NOVA SCOTIA,8205702,44503,71758,AQY,46.16,-60.04,460948000,-600230000,62.5,2006,2021,2006,2021,2006,2021,2006,2007
NORTHEAST MARGAREE (AUT),NOVA SCOTIA,8204154,10661,73027,WNS,46.37,-60.98,462206090,-605833080,54,1994,2021,1994,2021,2017,2021,,
GRAND ETANG,NOVA SCOTIA,8201969,10792,73030,WZQ,46.55,-61.05,463300000,-610300000,12.8,1994,2021,1994,2021,2005,2021,,
CHETICAMP HIGHLANDS NATIONAL PARK,NOVA SCOTIA,8200828,54618,73023,AHT,46.65,-60.95,463904130,-605716790,8,2018,2021,2018,2021,2018,2021,,
CHETICAMP CS,NOVA SCOTIA,8200827,27600,71959,XCH,46.65,-60.95,463842000,-605650000,43.9,1998,2018,1999,2018,1998,2018,1998,2007
INGONISH BEACH RCS,NOVA SCOTIA,8202502,30326,71027,XIB,46.66,-60.41,463946001,-602423000,10,2000,2021,2000,2021,2000,2021,2004,2007
NORTH MOUNTAIN CS,NOVA SCOTIA,8204161,27592,71604,XNM,46.82,-60.67,464901000,-604020000,439.4,1998,2021,1998,2021,1998,2021,1998,2007
ST PAUL ISLAND (AUT),NOVA SCOTIA,8204909,9033,71418,WEF,47.23,-60.14,471358002,-600840001,27,1993,2021,1994,2021,1993,2021,,
SANIKILUAQ,NUNAVUT,2303668,52658,71643,NSQ,56.54,-79.26,563214460,-791537074,34,2014,2021,2014,2021,2014,2021,,
SANIKILUAQ A,NUNAVUT,2303660,53336,,YSK,56.54,-79.25,563213000,-791500000,33.5,2014,2021,2014,2021,2018,2021,,
ARVIAT A,NUNAVUT,2300427,50557,71174,YEK,61.09,-94.07,610538000,-940418000,10.4,2012,2021,2012,2021,2012,2021,,
ARVIAT CLIMATE,NUNAVUT,2301153,41576,71322,XAR,61.1,-94.07,610600000,-940400000,9.8,2004,2021,2004,2021,2004,2021,2005,2007
ARVIAT A,NUNAVUT,2300MKF,1708,,YEK,61.1,-94.07,610600000,-940400000,10.4,1973,2016,1984,2012,1973,2016,1973,2007
ENNADAI LAKE (AUT),NUNAVUT,2301102,7341,71923,WJC,61.13,-100.88,610755000,-1005302000,353.1,1994,2021,1994,2021,1994,2021,1998,2007
RESOLUTION ISLAND,NUNAVUT,2403602,1778,71972,WRH,61.58,-64.65,613500000,-643900000,368.5,1962,2021,1962,2021,1962,2021,1962,1975
WHALE COVE A,NUNAVUT,2303990,52984,,YXN,62.24,-92.6,621424000,-923553000,12.2,2014,2021,2014,2021,2018,2021,,
RANKIN INLET A,NUNAVUT,2303405,51277,71083,YRT,62.81,-92.11,624838000,-920653000,32.3,2013,2021,2013,2021,2013,2021,,
KIMMIRUT A,NUNAVUT,2402673,53517,,YLC,62.85,-69.88,625053000,-695238000,51.5,2015,2021,2015,2021,2018,2021,,
BREVOORT ISLAND,NUNAVUT,2400565,1735,71097,WOB,63.34,-64.15,632023000,-640845000,376,1959,2021,1960,2021,1959,2021,1959,2007
CHESTERFIELD INLET A,NUNAVUT,2300710,52968,,YCS,63.35,-90.73,632050000,-904352000,9.8,2014,2021,2014,2021,2018,2021,,
IQALUIT UA,NUNAVUT,2402594,10082,71909,,63.75,-68.55,634500000,-683300000,21.9,1997,2016,,,1997,2016,1997,2007
IQALUIT CLIMATE,NUNAVUT,2402592,42503,71321,XFB,63.75,-68.54,634450000,-683240000,33.5,2004,2021,2004,2021,2004,2021,2005,2007
IQALUIT A,NUNAVUT,2402596,52079,,YFB,63.76,-68.56,634524000,-683322000,33.5,2014,2021,2014,2021,2018,2021,,
CORAL HARBOUR RCS,NUNAVUT,2301010,47347,71134,NZS,64.18,-83.35,641100000,-832100000,57,2014,2021,2014,2021,2014,2021,,
CORAL HARBOUR A,NUNAVUT,2301002,53421,71915,YZS,64.19,-83.36,641136000,-832134000,62.2,2015,2021,2015,2021,2015,2021,,
CORAL HARBOUR A,NUNAVUT,2301004,54220,,YZS,64.19,-83.36,641136000,-832134000,62.2,2016,2021,2016,2021,2018,2021,,
KINNGAIT,NUNAVUT,2400636,43163,71575,NCD,64.23,-76.53,641350700,-763149600,50,2005,2021,2005,2021,2005,2021,2005,2007
CAPE DORSET A,NUNAVUT,2400637,50328,71366,YTE,64.23,-76.53,641349000,-763130000,48.2,2012,2021,2012,2021,2012,2021,,
BAKER LAKE A,NUNAVUT,2300503,51417,71926,YBK,64.3,-96.08,641756000,-960440000,18.6,2013,2021,2013,2021,2013,2021,,
BAKER LAKE A,NUNAVUT,2300504,54138,,YBK,64.3,-96.08,641756000,-960440000,18.6,2016,2021,2016,2021,2018,2021,,
BAKER LAKE CLIMATE,NUNAVUT,2300501,42583,71356,XBL,64.32,-96,641900000,-960000000,50.8,2004,2021,2004,2021,2004,2021,2005,2007
CAPE MERCY,NUNAVUT,2400F63,10839,71975,WYM,64.96,-63.58,645728000,-633440000,582.6,1994,2018,1994,2018,1994,2018,2005,2007
ROBERTSON LAKE (AUT),NUNAVUT,2303610,7337,71490,WTD,65.1,-102.43,650559000,-1022546000,243.7,1992,2021,1992,2021,1994,2021,1998,2007
LUPIN CS,NUNAVUT,230N002,27376,71470,WIJ,65.76,-111.25,654519050,-1111445030,488,1997,2021,1997,2021,1997,2021,2004,2007
WAGER BAY (AUT),NUNAVUT,2403945,31167,71049,XWB,65.88,-89.45,655245000,-892645000,18,2001,2021,2001,2021,2001,2021,2001,2006
PANGNIRTUNG,NUNAVUT,2403049,10721,71826,WXP,66.14,-65.71,660836300,-654240500,22.6,1994,2021,1994,2021,1995,2021,1996,2007
PANGNIRTUNG A,NUNAVUT,2403054,51217,,YXP,66.15,-65.71,660842000,-654249000,24,2013,2021,2013,2021,2018,2021,,
NAUJAAT A,NUNAVUT,2403495,52983,,YUT,66.52,-86.22,663114000,-861329000,22.9,2014,2021,2014,2021,2018,2021,,
CAPE DYER,NUNAVUT,2400650,1739,71094,WFD,66.65,-61.38,663900000,-612300000,725.1,1955,2021,1955,2021,1958,2021,1958,1959
BATHURST INLET,NUNAVUT,2300551,50657,71874,NBI,66.84,-108.01,665015050,-1080053030,5,2012,2021,2012,2021,2012,2021,,
BROUGHTON ISLAND,NUNAVUT,2400570,1736,71096,WVD,67.54,-63.79,673208000,-634720000,584.4,1956,2021,1956,2021,1957,2021,1957,2007
QIKIQTARJUAQ CLIMATE,NUNAVUT,2400573,42803,71357,ZVM,67.55,-64.03,673250700,-640200400,6.4,2005,2021,2005,2021,2005,2021,2005,2007
QIKIQTARJUAQ A,NUNAVUT,2400577,51218,,YVM,67.55,-64.03,673248000,-640154000,5.5,2013,2021,2013,2021,2013,2021,,
QIKIQTARJUAQ A,NUNAVUT,2400572,8271,71338,YVM,67.55,-64.03,673245000,-640153000,5.5,1988,2016,1988,2013,1994,2016,1994,2007
KUGLUKTUK A,NUNAVUT,2300903,53335,71938,YCO,67.82,-115.14,674900000,-1150838000,22.6,2014,2021,2014,2021,2014,2021,,
KUGLUKTUK A,NUNAVUT,2300905,54158,,YCO,67.82,-115.14,674900000,-1150838000,22.6,2016,2021,2016,2021,2018,2021,,
KUGLUKTUK CLIMATE,NUNAVUT,2300904,43003,71332,NCO,67.82,-115.14,674902004,-1150807000,22.6,2004,2021,2005,2021,2004,2021,2005,2007
